id,siruta,numar,adresa,tip,denumire,test,localitate,adresa_full,icon_url
8790,34725,"78",Grigore Pletosu 78,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 78 (Chintelnic),
8789,34725,"80",Grigore Pletosu 80,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 80 (Chintelnic),
8788,34725,"84",Grigore Pletosu 84,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 84 (Chintelnic),
8787,34725,"86",Grigore Pletosu 86,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 86 (Chintelnic),
8786,34725,"88",Grigore Pletosu 88,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 88 (Chintelnic),
8785,34725,"90",Grigore Pletosu 90,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 90 (Chintelnic),
8784,34725,"96",Grigore Pletosu 96,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 96 (Chintelnic),
8783,34725,"100",Grigore Pletosu 100,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 100 (Chintelnic),
8782,34725,"102",Grigore Pletosu 102,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 102 (Chintelnic),
8781,34725,"104",Grigore Pletosu 104,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 104 (Chintelnic),
8780,34725,"106",Grigore Pletosu 106,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 106 (Chintelnic),
8779,34725,"108",Grigore Pletosu 108,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 108 (Chintelnic),
8778,34725,"110",Grigore Pletosu 110,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 110 (Chintelnic),
8777,34725,"112",Grigore Pletosu 112,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 112 (Chintelnic),
8776,34725,"114",Grigore Pletosu 114,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 114 (Chintelnic),
8775,34725,"116",Grigore Pletosu 116,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 116 (Chintelnic),
8774,34725,"118",Grigore Pletosu 118,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 118 (Chintelnic),
8773,34725,"120",Grigore Pletosu 120,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 120 (Chintelnic),
8772,34725,"124",Grigore Pletosu 124,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 124 (Chintelnic),
8771,34725,"126",Grigore Pletosu 126,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 126 (Chintelnic),
8770,34725,"128",Grigore Pletosu 128,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 128 (Chintelnic),
8769,34725,"130",Grigore Pletosu 130,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 130 (Chintelnic),
8768,34725,132 A,Grigore Pletosu 132 A,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 132 A (Chintelnic),
8767,34725,"132",Grigore Pletosu 132,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 132 (Chintelnic),
8766,34725,"134",Grigore Pletosu 134,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 134 (Chintelnic),
8765,34725,"136",Grigore Pletosu 136,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 136 (Chintelnic),
8764,34725,"138",Grigore Pletosu 138,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 138 (Chintelnic),
8763,34725,"142",Grigore Pletosu 142,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 142 (Chintelnic),
8762,34725,"144",Grigore Pletosu 144,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 144 (Chintelnic),
8761,34725,"146",Grigore Pletosu 146,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 146 (Chintelnic),
8760,34725,"152",Grigore Pletosu 152,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 152 (Chintelnic),
8759,34725,"154",Grigore Pletosu 154,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 154 (Chintelnic),
8758,34725,"160",Grigore Pletosu 160,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 160 (Chintelnic),
8757,34725,"162",Grigore Pletosu 162,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 162 (Chintelnic),
8756,34725,"164",Grigore Pletosu 164,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 164 (Chintelnic),
8755,34725,"166",Grigore Pletosu 166,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 166 (Chintelnic),
8754,34725,"172",Grigore Pletosu 172,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 172 (Chintelnic),
8753,34725,"174",Grigore Pletosu 174,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 174 (Chintelnic),
8752,34725,"176",Grigore Pletosu 176,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 176 (Chintelnic),
8751,34725,"178",Grigore Pletosu 178,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 178 (Chintelnic),
8750,34725,"180",Grigore Pletosu 180,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 180 (Chintelnic),
8749,34725,"182",Grigore Pletosu 182,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 182 (Chintelnic),
8748,34725,"188",Grigore Pletosu 188,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 188 (Chintelnic),
8747,34725,"194",Grigore Pletosu 194,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 194 (Chintelnic),
8745,34725,"198",Grigore Pletosu 198,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 198 (Chintelnic),
8744,34725,"3",Grigore Pletosu 3,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 3 (Chintelnic),
8743,34725,"15",Grigore Pletosu 15,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 15 (Chintelnic),
8742,34725,"17",Grigore Pletosu 17,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 17 (Chintelnic),
8741,34725,"19",Grigore Pletosu 19,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 19 (Chintelnic),
8740,34725,"21",Grigore Pletosu 21,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 21 (Chintelnic),
8739,34725,"23",Grigore Pletosu 23,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 23 (Chintelnic),
8738,34725,"25",Grigore Pletosu 25,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 25 (Chintelnic),
8737,34725,"27",Grigore Pletosu 27,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 27 (Chintelnic),
8736,34725,"29",Grigore Pletosu 29,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 29 (Chintelnic),
8735,34725,"31",Grigore Pletosu 31,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 31 (Chintelnic),
8734,34725,"33",Grigore Pletosu 33,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 33 (Chintelnic),
8733,34725,"35",Grigore Pletosu 35,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 35 (Chintelnic),
8732,34725,"37",Grigore Pletosu 37,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 37 (Chintelnic),
8731,34725,"39",Grigore Pletosu 39,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 39 (Chintelnic),
8730,34725,"41",Grigore Pletosu 41,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 41 (Chintelnic),
8729,34725,"43",Grigore Pletosu 43,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 43 (Chintelnic),
8728,34725,"45",Grigore Pletosu 45,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 45 (Chintelnic),
8727,34725,"47",Grigore Pletosu 47,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 47 (Chintelnic),
8726,34725,"49",Grigore Pletosu 49,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 49 (Chintelnic),
8725,34725,"51",Grigore Pletosu 51,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 51 (Chintelnic),
8724,34725,"53",Grigore Pletosu 53,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 53 (Chintelnic),
8723,34725,"55",Grigore Pletosu 55,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 55 (Chintelnic),
8722,34725,"59",Grigore Pletosu 59,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 59 (Chintelnic),
8721,34725,"61",Grigore Pletosu 61,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 61 (Chintelnic),
8720,34725,"63",Grigore Pletosu 63,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 63 (Chintelnic),
8719,34725,"67",Grigore Pletosu 67,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 67 (Chintelnic),
8718,34725,"71",Grigore Pletosu 71,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 71 (Chintelnic),
8717,34725,"73",Grigore Pletosu 73,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 73 (Chintelnic),
8716,34725,"75",Grigore Pletosu 75,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 75 (Chintelnic),
8715,34725,"77",Grigore Pletosu 77,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 77 (Chintelnic),
8714,34725,"79",Grigore Pletosu 79,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 79 (Chintelnic),
8713,34725,"83",Grigore Pletosu 83,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 83 (Chintelnic),
8712,34725,"85",Grigore Pletosu 85,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 85 (Chintelnic),
8711,34725,"87",Grigore Pletosu 87,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 87 (Chintelnic),
8710,34725,"89",Grigore Pletosu 89,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 89 (Chintelnic),
8709,34725,"91",Grigore Pletosu 91,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 91 (Chintelnic),
8708,34725,"93",Grigore Pletosu 93,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 93 (Chintelnic),
8707,34725,"95",Grigore Pletosu 95,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 95 (Chintelnic),
8706,34725,"97",Grigore Pletosu 97,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 97 (Chintelnic),
8705,34725,"99",Grigore Pletosu 99,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 99 (Chintelnic),
8704,34725,"101",Grigore Pletosu 101,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 101 (Chintelnic),
8703,34725,"103",Grigore Pletosu 103,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 103 (Chintelnic),
8702,34725,"109",Grigore Pletosu 109,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 109 (Chintelnic),
8701,34725,"111",Grigore Pletosu 111,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 111 (Chintelnic),
8700,34725,"113",Grigore Pletosu 113,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 113 (Chintelnic),
8699,34725,"117",Grigore Pletosu 117,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 117 (Chintelnic),
8698,34725,"119",Grigore Pletosu 119,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 119 (Chintelnic),
8697,34725,"121",Grigore Pletosu 121,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 121 (Chintelnic),
8696,34725,"123",Grigore Pletosu 123,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 123 (Chintelnic),
8695,34725,"125",Grigore Pletosu 125,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 125 (Chintelnic),
8694,34725,"127",Grigore Pletosu 127,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 127 (Chintelnic),
8693,34725,"129",Grigore Pletosu 129,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 129 (Chintelnic),
8692,34725,"131",Grigore Pletosu 131,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 131 (Chintelnic),
8691,34725,"133",Grigore Pletosu 133,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 133 (Chintelnic),
8690,34725,"137",Grigore Pletosu 137,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 137 (Chintelnic),
8689,34725,"139",Grigore Pletosu 139,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 139 (Chintelnic),
8688,34725,"141",Grigore Pletosu 141,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 141 (Chintelnic),
8687,34725,"143",Grigore Pletosu 143,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 143 (Chintelnic),
8686,34725,"145",Grigore Pletosu 145,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 145 (Chintelnic),
8685,34725,"151",Grigore Pletosu 151,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 151 (Chintelnic),
8684,34725,"153",Grigore Pletosu 153,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 153 (Chintelnic),
8683,34725,"155",Grigore Pletosu 155,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 155 (Chintelnic),
8682,34725,"157",Grigore Pletosu 157,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 157 (Chintelnic),
8681,34725,"165",Grigore Pletosu 165,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 165 (Chintelnic),
8680,34725,"167",Grigore Pletosu 167,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 167 (Chintelnic),
8679,34725,"173",Grigore Pletosu 173,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 173 (Chintelnic),
8677,34725,2 B,Grigore Pletosu 2 B,Strada,Grigore Pletosu,,Chintelnic,Grigore Pletosu 2 B (Chintelnic),
8634,34707,"15",Livezii 15,Strada,Livezii,,Sieu Magherus,Livezii 15 (Sieu Magherus),
8633,34707,"17",Livezii 17,Strada,Livezii,,Sieu Magherus,Livezii 17 (Sieu Magherus),
8632,34725,"4",Mălinului 4,Strada,Mălinului,,Chintelnic,Mălinului 4 (Chintelnic),
8631,34725,"3",Mălinului 3,Strada,Mălinului,,Chintelnic,Mălinului 3 (Chintelnic),
8630,34725,"5",Mălinului 5,Strada,Mălinului,,Chintelnic,Mălinului 5 (Chintelnic),
8629,34725,"11",Mălinului 11,Strada,Mălinului,,Chintelnic,Mălinului 11 (Chintelnic),
8628,34725,"4",Meşteşugarilor 4,Strada,Meşteşugarilor,,Chintelnic,Meşteşugarilor 4 (Chintelnic),
8627,34725,4 A,Meşteşugarilor 4 A,Strada,Meşteşugarilor,,Chintelnic,Meşteşugarilor 4 A (Chintelnic),
8626,34725,"1",Meşteşugarilor 1,Strada,Meşteşugarilor,,,Meşteşugarilor 1 (),
8625,34725,"2",Morii 2,Strada,Morii,,Chintelnic,Morii 2 (Chintelnic),
8624,34725,"8",Morii 8,Strada,Morii,,Chintelnic,Morii 8 (Chintelnic),
8623,34725,12 A,Morii 12 A,Strada,Morii,,Chintelnic,Morii 12 A (Chintelnic),
8622,34725,12 B,Morii 12 B,Strada,Morii,,Chintelnic,Morii 12 B (Chintelnic),
8621,34725,12 C,Morii 12 C,Strada,Morii,,Chintelnic,Morii 12 C (Chintelnic),
8620,34725,"16",Morii 16,Strada,Morii,,Chintelnic,Morii 16 (Chintelnic),
8619,34725,"17",Morii 17,Strada,Morii,,Chintelnic,Morii 17 (Chintelnic),
8618,34725,"11",Morii 11,Strada,Morii,,Chintelnic,Morii 11 (Chintelnic),
8617,34725,"9",Morii 9,Strada,Morii,,Chintelnic,Morii 9 (Chintelnic),
8616,34725,"7",Morii 7,Strada,Morii,,Chintelnic,Morii 7 (Chintelnic),
8615,34725,"5",Morii 5,Strada,Morii,,Chintelnic,Morii 5 (Chintelnic),
8614,34725,"3",Morii 3,Strada,Morii,,Chintelnic,Morii 3 (Chintelnic),
8613,34725,"1",Morii 1,Strada,Morii,,Chintelnic,Morii 1 (Chintelnic),
8609,34752,"5",Morii 5,Strada,Morii,,Saratel,Morii 5 (Saratel),
8608,34752,"2",Morii 2,Strada,Morii,,Saratel,Morii 2 (Saratel),
8607,34752,"4",Morii 4,Strada,Morii,,Saratel,Morii 4 (Saratel),
8606,34752,"8",Morii 8,Strada,Morii,,Saratel,Morii 8 (Saratel),
8605,34752,"6",Morii 6,Strada,Morii,,Saratel,Morii 6 (Saratel),
8604,34752,"10",Morii 10,Strada,Morii,,Saratel,Morii 10 (Saratel),
8603,34752,"12",Morii 12,Strada,Morii,,Saratel,Morii 12 (Saratel),
8602,34752,"14",Morii 14,Strada,Morii,,Saratel,Morii 14 (Saratel),
8601,34752,"16",Morii 16,Strada,Morii,,Saratel,Morii 16 (Saratel),
8600,34752,"18",Morii 18,Strada,Morii,,Saratel,Morii 18 (Saratel),
8599,34752,"20",Morii 20,Strada,Morii,,Saratel,Morii 20 (Saratel),
8598,34752,"22",Morii 22,Strada,Morii,,Saratel,Morii 22 (Saratel),
8597,34734,1 A,Morii 1 A,Strada,Morii,,Crainimat,Morii 1 A (Crainimat),
8596,34734,"1",Morii 1,Strada,Morii,,Crainimat,Morii 1 (Crainimat),
8595,34734,"3",Morii 3,Strada,Morii,,Crainimat,Morii 3 (Crainimat),
8594,34734,"5",Morii 5,Strada,Morii,,Crainimat,Morii 5 (Crainimat),
8593,34734,"7",Morii 7,Strada,Morii,,Crainimat,Morii 7 (Crainimat),
8592,34734,"9",Morii 9,Strada,Morii,,,Morii 9 (),
8591,34734,"11",Morii 11,Strada,Morii,,,Morii 11 (),
8590,34734,"13",Morii 13,Strada,Morii,,,Morii 13 (),
8589,34734,"15",Morii 15,Strada,Morii,,,Morii 15 (),
8588,34734,"17",Morii 17,Strada,Morii,,,Morii 17 (),
8587,34734,"2",Morii 2,Strada,Morii,,Crainimat,Morii 2 (Crainimat),
8586,34734,"4",Morii 4,Strada,Morii,,Crainimat,Morii 4 (Crainimat),
8573,34761,"13",Nucului 13,Strada,Nucului,,Valea Magherusului,Nucului 13 (Valea Magherusului),
8572,34761,"15",Nucului 15,Strada,Nucului,,Valea Magherusului,Nucului 15 (Valea Magherusului),
8571,34761,"17",Nucului 17,Strada,Nucului,,Valea Magherusului,Nucului 17 (Valea Magherusului),
8570,34761,"2",Nucului 2,Strada,Nucului,,Valea Magherusului,Nucului 2 (Valea Magherusului),
8560,34761,"1",Pietrosu 1,Strada,Pietrosu,,Valea Magherusului,Pietrosu 1 (Valea Magherusului),
8559,34761,"3",Pietrosu 3,Strada,Pietrosu,,Valea Magherusului,Pietrosu 3 (Valea Magherusului),
8558,34761,"5",Pietrosu 5,Strada,Pietrosu,,Valea Magherusului,Pietrosu 5 (Valea Magherusului),
8557,34707,"3",Plopilor 3,Strada,Plopilor,,Sieu Magherus,Plopilor 3 (Sieu Magherus),
8556,34707,"9",Plopilor 9,Strada,Plopilor,,Sieu Magherus,Plopilor 9 (Sieu Magherus),
8555,34707,"11",Plopilor 11,Strada,Plopilor,,Sieu Magherus,Plopilor 11 (Sieu Magherus),
8554,34707,"19",Plopilor 19,Strada,Plopilor,,Sieu Magherus,Plopilor 19 (Sieu Magherus),
8553,34707,"21",Plopilor 21,Strada,Plopilor,,Sieu Magherus,Plopilor 21 (Sieu Magherus),
8552,34707,"2",Plopilor 2,Strada,Plopilor,,Sieu Magherus,Plopilor 2 (Sieu Magherus),
8551,34725,"1",Podireiului 1,Strada,Podireiului,,Chintelnic,Podireiului 1 (Chintelnic),
8550,34725,"3",Podireiului 3,Strada,Podireiului,,Chintelnic,Podireiului 3 (Chintelnic),
8549,34725,"5",Podireiului 5,Strada,Podireiului,,Chintelnic,Podireiului 5 (Chintelnic),
8548,34725,"4",Podireiului 4,Strada,Podireiului,,Chintelnic,Podireiului 4 (Chintelnic),
8547,34725,"6",Podireiului 6,Strada,Podireiului,,Chintelnic,Podireiului 6 (Chintelnic),
8546,34725,"7",Podireiului 7,Strada,Podireiului,,Chintelnic,Podireiului 7 (Chintelnic),
8545,34725,"9",Podireiului 9,Strada,Podireiului,,,Podireiului 9 (),
8544,34725,"8",Podireiului 8,Strada,Podireiului,,Chintelnic,Podireiului 8 (Chintelnic),
8543,34707,"1",Primăriei 1,Strada,Primăriei,,Sieu Magherus,Primăriei 1 (Sieu Magherus),
8507,34734,"2",Salcâmului 2,Strada,Salcâmului,,Crainimat,Salcâmului 2 (Crainimat),
8506,34734,"2",Saşilor 2,Strada,Saşilor,,Crainimat,Saşilor 2 (Crainimat),
8505,34734,"4",Saşilor 4,Strada,Saşilor,,Crainimat,Saşilor 4 (Crainimat),
8504,34734,"6",Saşilor 6,Strada,Saşilor,,Crainimat,Saşilor 6 (Crainimat),
8503,34734,"8",Saşilor 8,Strada,Saşilor,,Crainimat,Saşilor 8 (Crainimat),
8502,34734,"10",Saşilor 10,Strada,Saşilor,,Crainimat,Saşilor 10 (Crainimat),
8501,34734,"12",Saşilor 12,Strada,Saşilor,,Crainimat,Saşilor 12 (Crainimat),
8500,34734,"14",Saşilor 14,Strada,Saşilor,,Crainimat,Saşilor 14 (Crainimat),
8499,34734,"16",Saşilor 16,Strada,Saşilor,,Crainimat,Saşilor 16 (Crainimat),
8498,34734,"18",Saşilor 18,Strada,Saşilor,,Crainimat,Saşilor 18 (Crainimat),
8497,34734,"20",Saşilor 20,Strada,Saşilor,,Crainimat,Saşilor 20 (Crainimat),
8496,34734,"22",Saşilor 22,Strada,Saşilor,,Crainimat,Saşilor 22 (Crainimat),
8495,34734,"24",Saşilor 24,Strada,Saşilor,,Crainimat,Saşilor 24 (Crainimat),
8494,34734,"26",Saşilor 26,Strada,Saşilor,,Crainimat,Saşilor 26 (Crainimat),
8493,34734,"28",Saşilor 28,Strada,Saşilor,,Crainimat,Saşilor 28 (Crainimat),
8492,34734,"30",Saşilor 30,Strada,Saşilor,,Crainimat,Saşilor 30 (Crainimat),
8491,34734,"32",Saşilor 32,Strada,Saşilor,,Crainimat,Saşilor 32 (Crainimat),
8490,34734,"34",Saşilor 34,Strada,Saşilor,,Crainimat,Saşilor 34 (Crainimat),
8489,34734,"36",Saşilor 36,Strada,Saşilor,,Crainimat,Saşilor 36 (Crainimat),
8488,34734,"38",Saşilor 38,Strada,Saşilor,,Crainimat,Saşilor 38 (Crainimat),
8487,34734,38 A,Saşilor 38 A,Strada,Saşilor,,Crainimat,Saşilor 38 A (Crainimat),
8486,34734,"40",Saşilor 40,Strada,Saşilor,,Crainimat,Saşilor 40 (Crainimat),
8485,34734,"42",Saşilor 42,Strada,Saşilor,,Crainimat,Saşilor 42 (Crainimat),
8484,34734,"44",Saşilor 44,Strada,Saşilor,,Crainimat,Saşilor 44 (Crainimat),
8483,34734,"46",Saşilor 46,Strada,Saşilor,,Crainimat,Saşilor 46 (Crainimat),
8482,34734,"48",Saşilor 48,Strada,Saşilor,,Crainimat,Saşilor 48 (Crainimat),
8481,34734,"50",Saşilor 50,Strada,Saşilor,,Crainimat,Saşilor 50 (Crainimat),
8480,34734,"52",Saşilor 52,Strada,Saşilor,,Crainimat,Saşilor 52 (Crainimat),
8479,34734,"54",Saşilor 54,Strada,Saşilor,,Crainimat,Saşilor 54 (Crainimat),
8478,34734,"56",Saşilor 56,Strada,Saşilor,,Crainimat,Saşilor 56 (Crainimat),
8477,34734,"58",Saşilor 58,Strada,Saşilor,,Crainimat,Saşilor 58 (Crainimat),
8476,34734,"60",Saşilor 60,Strada,Saşilor,,Crainimat,Saşilor 60 (Crainimat),
8475,34734,"62",Saşilor 62,Strada,Saşilor,,Crainimat,Saşilor 62 (Crainimat),
8474,34734,"64",Saşilor 64,Strada,Saşilor,,Crainimat,Saşilor 64 (Crainimat),
8473,34734,"66",Saşilor 66,Strada,Saşilor,,Crainimat,Saşilor 66 (Crainimat),
8472,34734,"68",Saşilor 68,Strada,Saşilor,,Crainimat,Saşilor 68 (Crainimat),
8471,34734,"70",Saşilor 70,Strada,Saşilor,,Crainimat,Saşilor 70 (Crainimat),
8470,34734,"72",Saşilor 72,Strada,Saşilor,,Crainimat,Saşilor 72 (Crainimat),
8469,34734,"74",Saşilor 74,Strada,Saşilor,,Crainimat,Saşilor 74 (Crainimat),
8468,34734,"76",Saşilor 76,Strada,Saşilor,,Crainimat,Saşilor 76 (Crainimat),
8467,34734,"78",Saşilor 78,Strada,Saşilor,,Crainimat,Saşilor 78 (Crainimat),
8466,34734,"80",Saşilor 80,Strada,Saşilor,,Crainimat,Saşilor 80 (Crainimat),
8465,34734,"82",Saşilor 82,Strada,Saşilor,,Crainimat,Saşilor 82 (Crainimat),
8464,34734,"84",Saşilor 84,Strada,Saşilor,,Crainimat,Saşilor 84 (Crainimat),
8463,34734,"86",Saşilor 86,Strada,Saşilor,,Crainimat,Saşilor 86 (Crainimat),
8462,34734,"88",Saşilor 88,Strada,Saşilor,,Crainimat,Saşilor 88 (Crainimat),
8461,34734,"90",Saşilor 90,Strada,Saşilor,,Crainimat,Saşilor 90 (Crainimat),
8460,34734,"92",Saşilor 92,Strada,Saşilor,,Crainimat,Saşilor 92 (Crainimat),
8459,34734,"94",Saşilor 94,Strada,Saşilor,,Crainimat,Saşilor 94 (Crainimat),
8458,34734,"96",Saşilor 96,Strada,Saşilor,,Crainimat,Saşilor 96 (Crainimat),
8457,34734,"98",Saşilor 98,Strada,Saşilor,,Crainimat,Saşilor 98 (Crainimat),
8456,34734,"100",Saşilor 100,Strada,Saşilor,,Crainimat,Saşilor 100 (Crainimat),
8455,34734,"102",Saşilor 102,Strada,Saşilor,,Crainimat,Saşilor 102 (Crainimat),
8454,34734,"106",Saşilor 106,Strada,Saşilor,,Crainimat,Saşilor 106 (Crainimat),
8453,34734,"108",Saşilor 108,Strada,Saşilor,,Crainimat,Saşilor 108 (Crainimat),
8452,34734,"110",Saşilor 110,Strada,Saşilor,,Crainimat,Saşilor 110 (Crainimat),
8451,34734,"114",Saşilor 114,Strada,Saşilor,,Crainimat,Saşilor 114 (Crainimat),
8450,34734,"116",Saşilor 116,Strada,Saşilor,,Crainimat,Saşilor 116 (Crainimat),
8449,34734,"1",Saşilor 1,Strada,Saşilor,,Crainimat,Saşilor 1 (Crainimat),
8448,34734,"3",Saşilor 3,Strada,Saşilor,,Crainimat,Saşilor 3 (Crainimat),
8447,34734,"5",Saşilor 5,Strada,Saşilor,,Crainimat,Saşilor 5 (Crainimat),
8446,34734,"7",Saşilor 7,Strada,Saşilor,,Crainimat,Saşilor 7 (Crainimat),
8445,34734,"9",Saşilor 9,Strada,Saşilor,,Crainimat,Saşilor 9 (Crainimat),
8444,34734,"11",Saşilor 11,Strada,Saşilor,,Crainimat,Saşilor 11 (Crainimat),
8443,34734,"13",Saşilor 13,Strada,Saşilor,,Crainimat,Saşilor 13 (Crainimat),
8442,34734,"15",Saşilor 15,Strada,Saşilor,,Crainimat,Saşilor 15 (Crainimat),
8441,34734,"17",Saşilor 17,Strada,Saşilor,,Crainimat,Saşilor 17 (Crainimat),
8440,34734,"19",Saşilor 19,Strada,Saşilor,,Crainimat,Saşilor 19 (Crainimat),
8439,34734,"21",Saşilor 21,Strada,Saşilor,,Crainimat,Saşilor 21 (Crainimat),
8438,34734,"23",Saşilor 23,Strada,Saşilor,,Crainimat,Saşilor 23 (Crainimat),
