id,siruta,numar,adresa,tip,denumire,test,localitate,adresa_full,icon_url
9856,34761,"7",Pietrosu 7,Strada,Pietrosu,,Valea Magherusului,Pietrosu 7 (Valea Magherusului),
9820,34707,"2",Bradului 2,Strada,Bradului,,Sieu Magherus,Bradului 2 (Sieu Magherus),
9819,34707,4 /1,Bradului 4 /1,Strada,Bradului,,Sieu Magherus,Bradului 4 /1 (Sieu Magherus),
9818,34707,4 /2,Bradului 4 /2,Strada,Bradului,,Sieu Magherus,Bradului 4 /2 (Sieu Magherus),
9817,34707,4 /3,Bradului 4 /3,Strada,Bradului,,Sieu Magherus,Bradului 4 /3 (Sieu Magherus),
9816,34707,4 /4,Bradului 4 /4,Strada,Bradului,,Sieu Magherus,Bradului 4 /4 (Sieu Magherus),
9815,34707,4 /5,Bradului 4 /5,Strada,Bradului,,Sieu Magherus,Bradului 4 /5 (Sieu Magherus),
9814,34707,4 /6,Bradului 4 /6,Strada,Bradului,,Sieu Magherus,Bradului 4 /6 (Sieu Magherus),
9813,34707,4 /7,Bradului 4 /7,Strada,Bradului,,Sieu Magherus,Bradului 4 /7 (Sieu Magherus),
9812,34707,4 /8,Bradului 4 /8,Strada,Bradului,,Sieu Magherus,Bradului 4 /8 (Sieu Magherus),
9811,34707,4 /9,Bradului 4 /9,Strada,Bradului,,Sieu Magherus,Bradului 4 /9 (Sieu Magherus),
9810,34707,"6",Bradului 6,Strada,Bradului,,Sieu Magherus,Bradului 6 (Sieu Magherus),
9809,34707,"8",Bradului 8,Strada,Bradului,,Sieu Magherus,Bradului 8 (Sieu Magherus),
9808,34707,"10",Bradului 10,Strada,Bradului,,Sieu Magherus,Bradului 10 (Sieu Magherus),
9752,34707,"2",Calea Dejului 2,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 2 (Sieu Magherus),
9751,34707,2 A,Calea Dejului 2 A,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 2 A (Sieu Magherus),
9750,34707,2 B,Calea Dejului 2 B,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 2 B (Sieu Magherus),
9749,34707,"4",Calea Dejului 4,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 4 (Sieu Magherus),
9748,34707,"6",Calea Dejului 6,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 6 (Sieu Magherus),
9747,34707,"8",Calea Dejului 8,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 8 (Sieu Magherus),
9746,34707,8 A,Calea Dejului 8 A,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 8 A (Sieu Magherus),
9745,34707,"10",Calea Dejului 10,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 10 (Sieu Magherus),
9744,34707,10 A,Calea Dejului 10 A,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 10 A (Sieu Magherus),
9743,34707,"12",Calea Dejului 12,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 12 (Sieu Magherus),
9742,34707,"16",Calea Dejului 16,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 16 (Sieu Magherus),
9741,34707,16 A,Calea Dejului 16 A,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 16 A (Sieu Magherus),
9740,34707,16 B,Calea Dejului 16 B,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 16 B (Sieu Magherus),
9739,34707,16 C,Calea Dejului 16 C,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 16 C (Sieu Magherus),
9738,34707,"18",Calea Dejului 18,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 18 (Sieu Magherus),
9737,34707,"20",Calea Dejului 20,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 20 (Sieu Magherus),
9736,34707,"22",Calea Dejului 22,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 22 (Sieu Magherus),
9735,34707,"24",Calea Dejului 24,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 24 (Sieu Magherus),
9734,34707,"26",Calea Dejului 26,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 26 (Sieu Magherus),
9733,34707,"28",Calea Dejului 28,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 28 (Sieu Magherus),
9732,34707,"30",Calea Dejului 30,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 30 (Sieu Magherus),
9731,34707,"32",Calea Dejului 32,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 32 (Sieu Magherus),
9730,34707,"34",Calea Dejului 34,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 34 (Sieu Magherus),
9628,34707,"59",Calea Dejului 59,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 59 (Sieu Magherus),
9627,34707,"61",Calea Dejului 61,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 61 (Sieu Magherus),
9613,34707,"89",Calea Dejului 89,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 89 (Sieu Magherus),
9612,34707,"91",Calea Dejului 91,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 91 (Sieu Magherus),
9611,34707,"93",Calea Dejului 93,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 93 (Sieu Magherus),
9610,34707,"95",Calea Dejului 95,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 95 (Sieu Magherus),
9609,34707,95 A,Calea Dejului 95 A,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 95 A (Sieu Magherus),
9608,34707,"97",Calea Dejului 97,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 97 (Sieu Magherus),
9607,34707,"99",Calea Dejului 99,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 99 (Sieu Magherus),
9606,34707,"101",Calea Dejului 101,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 101 (Sieu Magherus),
9605,34707,"103",Calea Dejului 103,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 103 (Sieu Magherus),
9604,34707,"105",Calea Dejului 105,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 105 (Sieu Magherus),
9603,34707,"107",Calea Dejului 107,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 107 (Sieu Magherus),
9602,34707,"109",Calea Dejului 109,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 109 (Sieu Magherus),
9601,34707,"111",Calea Dejului 111,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 111 (Sieu Magherus),
9600,34707,"113",Calea Dejului 113,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 113 (Sieu Magherus),
9599,34707,"115",Calea Dejului 115,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 115 (Sieu Magherus),
9598,34707,"117",Calea Dejului 117,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 117 (Sieu Magherus),
9597,34707,"119",Calea Dejului 119,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 119 (Sieu Magherus),
9596,34707,"121",Calea Dejului 121,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 121 (Sieu Magherus),
9555,34743,"69",Calea Dejului 69,Strada,Calea Dejului,,Podirei,Calea Dejului 69 (Podirei),
9554,34743,"71",Calea Dejului 71,Strada,Calea Dejului,,Podirei,Calea Dejului 71 (Podirei),
9553,34743,75 A,Calea Dejului 75 A,Strada,Calea Dejului,,Podirei,Calea Dejului 75 A (Podirei),
9552,34743,"75",Calea Dejului 75,Strada,Calea Dejului,,Podirei,Calea Dejului 75 (Podirei),
9551,34743,"77",Calea Dejului 77,Strada,Calea Dejului,,Podirei,Calea Dejului 77 (Podirei),
9550,34743,"79",Calea Dejului 79,Strada,Calea Dejului,,Podirei,Calea Dejului 79 (Podirei),
9549,34743,"81",Calea Dejului 81,Strada,Calea Dejului,,Podirei,Calea Dejului 81 (Podirei),
9548,34743,"83",Calea Dejului 83,Strada,Calea Dejului,,Podirei,Calea Dejului 83 (Podirei),
9547,34743,"85",Calea Dejului 85,Strada,Calea Dejului,,Podirei,Calea Dejului 85 (Podirei),
9546,34743,"87",Calea Dejului 87,Strada,Calea Dejului,,Podirei,Calea Dejului 87 (Podirei),
9545,34743,"91",Calea Dejului 91,Strada,Calea Dejului,,Podirei,Calea Dejului 91 (Podirei),
9544,34743,"97",Calea Dejului 97,Strada,Calea Dejului,,Podirei,Calea Dejului 97 (Podirei),
9543,34743,"99",Calea Dejului 99,Strada,Calea Dejului,,Podirei,Calea Dejului 99 (Podirei),
9542,34743,"2",Calea Dejului 2,Strada,Calea Dejului,,Podirei,Calea Dejului 2 (Podirei),
9541,34743,"4",Calea Dejului 4,Strada,Calea Dejului,,Podirei,Calea Dejului 4 (Podirei),
9540,34743,"6",Calea Dejului 6,Strada,Calea Dejului,,Podirei,Calea Dejului 6 (Podirei),
9539,34743,"8",Calea Dejului 8,Strada,Calea Dejului,,Podirei,Calea Dejului 8 (Podirei),
9538,34743,"14",Calea Dejului 14,Strada,Calea Dejului,,Podirei,Calea Dejului 14 (Podirei),
9537,34743,"18",Calea Dejului 18,Strada,Calea Dejului,,Podirei,Calea Dejului 18 (Podirei),
9536,34743,"20",Calea Dejului 20,Strada,Calea Dejului,,Podirei,Calea Dejului 20 (Podirei),
9391,34707,"64",Calea Dejului 64,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 64 (Sieu Magherus),
9389,34752,"1",Calea Teraplast 1,Strada,Calea Teraplast,,Saratel,Calea Teraplast 1 (Saratel),
9388,34752,"2",Calea Teraplast 2,Strada,Calea Teraplast,,Saratel,Calea Teraplast 2 (Saratel),
9387,34752,"4",Calea Teraplast 4,Strada,Calea Teraplast,,Saratel,Calea Teraplast 4 (Saratel),
9386,34752,"6",Calea Teraplast 6,Strada,Calea Teraplast,,Saratel,Calea Teraplast 6 (Saratel),
9385,34752,"8",Calea Teraplast 8,Strada,Calea Teraplast,,Saratel,Calea Teraplast 8 (Saratel),
9384,34752,"10",Calea Teraplast 10,Strada,Calea Teraplast,,Saratel,Calea Teraplast 10 (Saratel),
9383,34752,"12",Calea Teraplast 12,Strada,Calea Teraplast,,Saratel,Calea Teraplast 12 (Saratel),
9382,34752,"14",Calea Teraplast 14,Strada,Calea Teraplast,,Saratel,Calea Teraplast 14 (Saratel),
9381,34752,"16",Calea Teraplast 16,Strada,Calea Teraplast,,Saratel,Calea Teraplast 16 (Saratel),
9380,34752,"18",Calea Teraplast 18,Strada,Calea Teraplast,,Saratel,Calea Teraplast 18 (Saratel),
9379,34752,"20",Calea Teraplast 20,Strada,Calea Teraplast,,Saratel,Calea Teraplast 20 (Saratel),
9378,34752,"22",Calea Teraplast 22,Strada,Calea Teraplast,,Saratel,Calea Teraplast 22 (Saratel),
9377,34752,"24",Calea Teraplast 24,Strada,Calea Teraplast,,Saratel,Calea Teraplast 24 (Saratel),
9376,34752,"26",Calea Teraplast 26,Strada,Calea Teraplast,,Saratel,Calea Teraplast 26 (Saratel),
9375,34752,"28",Calea Teraplast 28,Strada,Calea Teraplast,,Saratel,Calea Teraplast 28 (Saratel),
9374,34752,"30",Calea Teraplast 30,Strada,Calea Teraplast,,Saratel,Calea Teraplast 30 (Saratel),
9373,34752,"32",Calea Teraplast 32,Strada,Calea Teraplast,,Saratel,Calea Teraplast 32 (Saratel),
9340,34734,"3",Calea Teraplast 3,Strada,Calea Teraplast,,Crainimat,Calea Teraplast 3 (Crainimat),
9339,34734,"5",Calea Teraplast 5,Strada,Calea Teraplast,,Crainimat,Calea Teraplast 5 (Crainimat),
9334,34752,"61",Calea Teraplast 61,Strada,Calea Teraplast,,,Calea Teraplast 61 (),
9202,34716,"128",Castelului 128,Strada,Castelului,,,Castelului 128 (),
9146,34752,"2",Castelului 2,Strada,Castelului,,Saratel,Castelului 2 (Saratel),
9145,34752,"4",Castelului 4,Strada,Castelului,,Saratel,Castelului 4 (Saratel),
9144,34752,"6",Castelului 6,Strada,Castelului,,Saratel,Castelului 6 (Saratel),
9143,34752,"8",Castelului 8,Strada,Castelului,,Saratel,Castelului 8 (Saratel),
9142,34752,"10",Castelului 10,Strada,Castelului,,Saratel,Castelului 10 (Saratel),
9141,34752,"12",Castelului 12,Strada,Castelului,,Saratel,Castelului 12 (Saratel),
9140,34752,"14",Castelului 14,Strada,Castelului,,Saratel,Castelului 14 (Saratel),
9078,34752,"105",Castelului 105,Strada,Castelului,,Saratel,Castelului 105 (Saratel),
9077,34752,"103",Castelului 103,Strada,Castelului,,Saratel,Castelului 103 (Saratel),
9076,34752,"101",Castelului 101,Strada,Castelului,,Saratel,Castelului 101 (Saratel),
9075,34752,"95",Castelului 95,Strada,Castelului,,Saratel,Castelului 95 (Saratel),
9074,34752,"89",Castelului 89,Strada,Castelului,,Saratel,Castelului 89 (Saratel),
9073,34752,"87",Castelului 87,Strada,Castelului,,Saratel,Castelului 87 (Saratel),
9072,34752,"83",Castelului 83,Strada,Castelului,,Saratel,Castelului 83 (Saratel),
9071,34752,83 A,Castelului 83 A,Strada,Castelului,,Saratel,Castelului 83 A (Saratel),
9070,34752,"79",Castelului 79,Strada,Castelului,,Saratel,Castelului 79 (Saratel),
9069,34752,"75",Castelului 75,Strada,Castelului,,Saratel,Castelului 75 (Saratel),
9068,34752,"71",Castelului 71,Strada,Castelului,,Saratel,Castelului 71 (Saratel),
9029,34734,"9",Cireşului 9,Strada,Cireşului,,Crainimat,Cireşului 9 (Crainimat),
9028,34734,"1",Cireşului 1,Strada,Cireşului,,Crainimat,Cireşului 1 (Crainimat),
9027,34734,"3",Cireşului 3,Strada,Cireşului,,Crainimat,Cireşului 3 (Crainimat),
9026,34734,"5",Cireşului 5,Strada,Cireşului,,Crainimat,Cireşului 5 (Crainimat),
9025,34734,"7",Cireşului 7,Strada,Cireşului,,Crainimat,Cireşului 7 (Crainimat),
9024,34734,"2",Cireşului 2,Strada,Cireşului,,Crainimat,Cireşului 2 (Crainimat),
9023,34734,"4",Cireşului 4,Strada,Cireşului,,Crainimat,Cireşului 4 (Crainimat),
9022,34734,"6",Cireşului 6,Strada,Cireşului,,Crainimat,Cireşului 6 (Crainimat),
9017,34734,"16",Cireşului 16,Strada,Cireşului,,Crainimat,Cireşului 16 (Crainimat),
9016,34734,"18",Cireşului 18,Strada,Cireşului,,Crainimat,Cireşului 18 (Crainimat),
9015,34734,"20",Cireşului 20,Strada,Cireşului,,Crainimat,Cireşului 20 (Crainimat),
9014,34734,"22",Cireşului 22,Strada,Cireşului,,Crainimat,Cireşului 22 (Crainimat),
9013,34734,22 A,Cireşului 22 A,Strada,Cireşului,,Crainimat,Cireşului 22 A (Crainimat),
8999,34734,"46",Cireşului 46,Strada,Cireşului,,,Cireşului 46 (),
8998,34734,"44",Cireşului 44,Strada,Cireşului,,,Cireşului 44 (),
8997,34734,"48",Cireşului 48,Strada,Cireşului,,,Cireşului 48 (),
8996,34734,"50",Cireşului 50,Strada,Cireşului,,,Cireşului 50 (),
8995,34734,50 A,Cireşului 50 A,Strada,Cireşului,,,Cireşului 50 A (),
8994,34752,"2",Codrului 2,Strada,Codrului,,Saratel,Codrului 2 (Saratel),
8993,34752,"6",Codrului 6,Strada,Codrului,,Saratel,Codrului 6 (Saratel),
8992,34752,"8",Codrului 8,Strada,Codrului,,Saratel,Codrului 8 (Saratel),
8991,34752,"10",Codrului 10,Strada,Codrului,,Saratel,Codrului 10 (Saratel),
8990,34752,"1",Codrului 1,Strada,Codrului,,Saratel,Codrului 1 (Saratel),
8989,34752,"3",Codrului 3,Strada,Codrului,,Saratel,Codrului 3 (Saratel),
8988,34752,"5",Codrului 5,Strada,Codrului,,Saratel,Codrului 5 (Saratel),
8987,34752,"7",Codrului 7,Strada,Codrului,,Saratel,Codrului 7 (Saratel),
8986,34752,"9",Codrului 9,Strada,Codrului,,Saratel,Codrului 9 (Saratel),
8985,34752,"11",Codrului 11,Strada,Codrului,,Saratel,Codrului 11 (Saratel),
8984,34752,"13",Codrului 13,Strada,Codrului,,Saratel,Codrului 13 (Saratel),
8931,34752,"2",Florilor 2,Strada,Florilor,,,Florilor 2 (),
8930,34752,"4",Florilor 4,Strada,Florilor,,,Florilor 4 (),
8929,34752,4 A,Florilor 4 A,Strada,Florilor,,,Florilor 4 A (),
8928,34752,4 B,Florilor 4 B,Strada,Florilor,,,Florilor 4 B (),
8927,34752,4 C,Florilor 4 C,Strada,Florilor,,,Florilor 4 C (),
8926,34752,"1",Florilor 1,Strada,Florilor,,Saratel,Florilor 1 (Saratel),
8925,34752,"3",Florilor 3,Strada,Florilor,,Saratel,Florilor 3 (Saratel),
8924,34752,"5",Florilor 5,Strada,Florilor,,Saratel,Florilor 5 (Saratel),
8923,34752,"7",Florilor 7,Strada,Florilor,,Saratel,Florilor 7 (Saratel),
8922,34752,"9",Florilor 9,Strada,Florilor,,Saratel,Florilor 9 (Saratel),
8921,34752,"11",Florilor 11,Strada,Florilor,,Saratel,Florilor 11 (Saratel),
8920,34752,"13",Florilor 13,Strada,Florilor,,Saratel,Florilor 13 (Saratel),
8919,34752,"15",Florilor 15,Strada,Florilor,,Saratel,Florilor 15 (Saratel),
8918,34752,"17",Florilor 17,Strada,Florilor,,Saratel,Florilor 17 (Saratel),
8917,34752,"19",Florilor 19,Strada,Florilor,,Saratel,Florilor 19 (Saratel),
8916,34752,"21",Florilor 21,Strada,Florilor,,Saratel,Florilor 21 (Saratel),
8915,34752,"23",Florilor 23,Strada,Florilor,,Saratel,Florilor 23 (Saratel),
8914,34752,"25",Florilor 25,Strada,Florilor,,Saratel,Florilor 25 (Saratel),
8913,34752,"27",Florilor 27,Strada,Florilor,,Saratel,Florilor 27 (Saratel),
8912,34752,"29",Florilor 29,Strada,Florilor,,Saratel,Florilor 29 (Saratel),
8911,34752,"6",Florilor 6,Strada,Florilor,,Saratel,Florilor 6 (Saratel),
8848,34707,"46",Grădinilor 46,Strada,Grădinilor,,Sieu Magherus,Grădinilor 46 (Sieu Magherus),
8847,34707,"48",Grădinilor 48,Strada,Grădinilor,,Sieu Magherus,Grădinilor 48 (Sieu Magherus),
8846,34707,"52",Grădinilor 52,Strada,Grădinilor,,Sieu Magherus,Grădinilor 52 (Sieu Magherus),
8837,34707,"31",Grădinilor 31,Strada,Grădinilor,,Sieu Magherus,Grădinilor 31 (Sieu Magherus),
8836,34707,"29",Grădinilor 29,Strada,Grădinilor,,Sieu Magherus,Grădinilor 29 (Sieu Magherus),
8835,34707,"25",Grădinilor 25,Strada,Grădinilor,,Sieu Magherus,Grădinilor 25 (Sieu Magherus),
8866,34707,"2",Grădinilor 2,Strada,Grădinilor,,Sieu Magherus,Grădinilor 2 (Sieu Magherus),
8865,34707,"4",Grădinilor 4,Strada,Grădinilor,,Sieu Magherus,Grădinilor 4 (Sieu Magherus),
8864,34707,"6",Grădinilor 6,Strada,Grădinilor,,Sieu Magherus,Grădinilor 6 (Sieu Magherus),
8863,34707,"8",Grădinilor 8,Strada,Grădinilor,,Sieu Magherus,Grădinilor 8 (Sieu Magherus),
8862,34707,"10",Grădinilor 10,Strada,Grădinilor,,Sieu Magherus,Grădinilor 10 (Sieu Magherus),
8861,34707,"12",Grădinilor 12,Strada,Grădinilor,,Sieu Magherus,Grădinilor 12 (Sieu Magherus),
8860,34707,"14",Grădinilor 14,Strada,Grădinilor,,Sieu Magherus,Grădinilor 14 (Sieu Magherus),
8859,34707,"18",Grădinilor 18,Strada,Grădinilor,,Sieu Magherus,Grădinilor 18 (Sieu Magherus),
8858,34707,"22",Grădinilor 22,Strada,Grădinilor,,Sieu Magherus,Grădinilor 22 (Sieu Magherus),
8857,34707,"24",Grădinilor 24,Strada,Grădinilor,,Sieu Magherus,Grădinilor 24 (Sieu Magherus),
8856,34707,"26",Grădinilor 26,Strada,Grădinilor,,Sieu Magherus,Grădinilor 26 (Sieu Magherus),
8855,34707,"28",Grădinilor 28,Strada,Grădinilor,,Sieu Magherus,Grădinilor 28 (Sieu Magherus),
8854,34707,"30",Grădinilor 30,Strada,Grădinilor,,Sieu Magherus,Grădinilor 30 (Sieu Magherus),
8853,34707,"32",Grădinilor 32,Strada,Grădinilor,,Sieu Magherus,Grădinilor 32 (Sieu Magherus),
8852,34707,"34",Grădinilor 34,Strada,Grădinilor,,Sieu Magherus,Grădinilor 34 (Sieu Magherus),
8746,34725,194 A,Grigore Pletosu 194 A,Strada,Grigore Pletosu,,,Grigore Pletosu 194 A (),
8678,34725,"177",Grigore Pletosu 177,Strada,Grigore Pletosu,,,Grigore Pletosu 177 (),
8676,34707,"1",Industriei 1,Strada,Industriei,,Sieu Magherus,Industriei 1 (Sieu Magherus),
8675,34707,"3",Industriei 3,Strada,Industriei,,Sieu Magherus,Industriei 3 (Sieu Magherus),
8674,34707,"5",Industriei 5,Strada,Industriei,,Sieu Magherus,Industriei 5 (Sieu Magherus),
8673,34707,"6",Industriei 6,Strada,Industriei,,Sieu Magherus,Industriei 6 (Sieu Magherus),
8672,34707,"4",Industriei 4,Strada,Industriei,,Sieu Magherus,Industriei 4 (Sieu Magherus),
8671,34707,"2",Industriei 2,Strada,Industriei,,Sieu Magherus,Industriei 2 (Sieu Magherus),
8670,34707,2 A,Industriei 2 A,Strada,Industriei,,Sieu Magherus,Industriei 2 A (Sieu Magherus),
8669,34752,"1",Izvorului 1,Strada,Izvorului,,Saratel,Izvorului 1 (Saratel),
8668,34752,"3",Izvorului 3,Strada,Izvorului,,Saratel,Izvorului 3 (Saratel),
8667,34752,"5",Izvorului 5,Strada,Izvorului,,Saratel,Izvorului 5 (Saratel),
8666,34752,"7",Izvorului 7,Strada,Izvorului,,Saratel,Izvorului 7 (Saratel),
8665,34752,"9",Izvorului 9,Strada,Izvorului,,Saratel,Izvorului 9 (Saratel),
8664,34752,"11",Izvorului 11,Strada,Izvorului,,Saratel,Izvorului 11 (Saratel),
8663,34752,"13",Izvorului 13,Strada,Izvorului,,Saratel,Izvorului 13 (Saratel),
8662,34752,"15",Izvorului 15,Strada,Izvorului,,Saratel,Izvorului 15 (Saratel),
8661,34752,"17",Izvorului 17,Strada,Izvorului,,Saratel,Izvorului 17 (Saratel),
8660,34752,15 A,Izvorului 15 A,Strada,Izvorului,,Saratel,Izvorului 15 A (Saratel),
8659,34752,"19",Izvorului 19,Strada,Izvorului,,Saratel,Izvorului 19 (Saratel),
8658,34752,19 A,Izvorului 19 A,Strada,Izvorului,,Saratel,Izvorului 19 A (Saratel),
8657,34752,19 B,Izvorului 19 B,Strada,Izvorului,,Saratel,Izvorului 19 B (Saratel),
8656,34752,19 C,Izvorului 19 C,Strada,Izvorului,,Saratel,Izvorului 19 C (Saratel),
8655,34752,"21",Izvorului 21,Strada,Izvorului,,Saratel,Izvorului 21 (Saratel),
8654,34752,"23",Izvorului 23,Strada,Izvorului,,Saratel,Izvorului 23 (Saratel),
8653,34752,"25",Izvorului 25,Strada,Izvorului,,Saratel,Izvorului 25 (Saratel),
8652,34752,"8",Izvorului 8,Strada,Izvorului,,Saratel,Izvorului 8 (Saratel),
8639,34707,"2",Livezii 2,Strada,Livezii,,Sieu Magherus,Livezii 2 (Sieu Magherus),
8651,34752,"6",Izvorului 6,Strada,Izvorului,,Saratel,Izvorului 6 (Saratel),
8650,34752,"4",Izvorului 4,Strada,Izvorului,,Saratel,Izvorului 4 (Saratel),
8649,34752,"2",Izvorului 2,Strada,Izvorului,,Saratel,Izvorului 2 (Saratel),
8648,34734,"2",Lalelei 2,Strada,Lalelei,,Crainimat,Lalelei 2 (Crainimat),
8647,34734,"4",Lalelei 4,Strada,Lalelei,,Crainimat,Lalelei 4 (Crainimat),
8646,34734,"6",Lalelei 6,Strada,Lalelei,,Crainimat,Lalelei 6 (Crainimat),
8645,34734,"8",Lalelei 8,Strada,Lalelei,,Crainimat,Lalelei 8 (Crainimat),
8644,34734,"10",Lalelei 10,Strada,Lalelei,,Crainimat,Lalelei 10 (Crainimat),
8643,34734,"12",Lalelei 12,Strada,Lalelei,,Crainimat,Lalelei 12 (Crainimat),
8642,34734,"14",Lalelei 14,Strada,Lalelei,,Crainimat,Lalelei 14 (Crainimat),
8641,34734,"1",Lalelei 1,Strada,Lalelei,,Crainimat,Lalelei 1 (Crainimat),
8640,34734,"2",Livezi 2,Strada,Livezi,,Sieu Magherus,Livezi 2 (Sieu Magherus),
8638,34707,"4",Livezii 4,Strada,Livezii,,,Livezii 4 (),
8637,34707,"7",Livezii 7,Strada,Livezii,,Sieu Magherus,Livezii 7 (Sieu Magherus),
8636,34707,"9",Livezii 9,Strada,Livezii,,Sieu Magherus,Livezii 9 (Sieu Magherus),
8635,34707,"13",Livezii 13,Strada,Livezii,,Sieu Magherus,Livezii 13 (Sieu Magherus),
8610,34752,"1",Morii 1,Strada,Morii,,Saratel,Morii 1 (Saratel),
8542,34707,"3",Primăriei 3,Strada,Primăriei,,Sieu Magherus,Primăriei 3 (Sieu Magherus),
8541,34707,"5",Primăriei 5,Strada,Primăriei,,Sieu Magherus,Primăriei 5 (Sieu Magherus),
8540,34707,"7",Primăriei 7,Strada,Primăriei,,Sieu Magherus,Primăriei 7 (Sieu Magherus),
8539,34707,"9",Primăriei 9,Strada,Primăriei,,Sieu Magherus,Primăriei 9 (Sieu Magherus),
8538,34707,"11",Primăriei 11,Strada,Primăriei,,Sieu Magherus,Primăriei 11 (Sieu Magherus),
8537,34707,"13",Primăriei 13,Strada,Primăriei,,Sieu Magherus,Primăriei 13 (Sieu Magherus),
8536,34707,"15",Primăriei 15,Strada,Primăriei,,Sieu Magherus,Primăriei 15 (Sieu Magherus),
8585,34734,"6",Morii 6,Strada,Morii,,Crainimat,Morii 6 (Crainimat),
8584,34734,"8",Morii 8,Strada,Morii,,Crainimat,Morii 8 (Crainimat),
8583,34734,"10",Morii 10,Strada,Morii,,Crainimat,Morii 10 (Crainimat),
8582,34734,"12",Morii 12,Strada,Morii,,Crainimat,Morii 12 (Crainimat),
8581,34734,"1",Narcisei 1,Strada,Narcisei,,Crainimat,Narcisei 1 (Crainimat),
8580,34734,"3",Narcisei 3,Strada,Narcisei,,Crainimat,Narcisei 3 (Crainimat),
8579,34734,"7",Narcisei 7,Strada,Narcisei,,Crainimat,Narcisei 7 (Crainimat),
8578,34734,"5",Narcisei 5,Strada,Narcisei,,Crainimat,Narcisei 5 (Crainimat),
8577,34761,"1",Nucului 1,Strada,Nucului,,Valea Magherusului,Nucului 1 (Valea Magherusului),
8576,34761,"3",Nucului 3,Strada,Nucului,,Valea Magherusului,Nucului 3 (Valea Magherusului),
8575,34761,"5",Nucului 5,Strada,Nucului,,Valea Magherusului,Nucului 5 (Valea Magherusului),
8574,34761,"11",Nucului 11,Strada,Nucului,,Valea Magherusului,Nucului 11 (Valea Magherusului),
8522,34707,"8",Primăriei 8,Strada,Primăriei,,Sieu Magherus,Primăriei 8 (Sieu Magherus),
8521,34707,"6",Primăriei 6,Strada,Primăriei,,Sieu Magherus,Primăriei 6 (Sieu Magherus),
8520,34707,4 A,Primăriei 4 A,Strada,Primăriei,,Sieu Magherus,Primăriei 4 A (Sieu Magherus),
8519,34707,"4",Primăriei 4,Strada,Primăriei,,Sieu Magherus,Primăriei 4 (Sieu Magherus),
8518,34707,"2",Primăriei 2,Strada,Primăriei,,Sieu Magherus,Primăriei 2 (Sieu Magherus),
8517,34743,18 A,Salcâmului 18 A,Strada,Salcâmului,,Podirei,Salcâmului 18 A (Podirei),
8516,34743,"1",Salcâmului 1,Strada,Salcâmului,,Podirei,Salcâmului 1 (Podirei),
8515,34743,"3",Salcâmului 3,Strada,Salcâmului,,Podirei,Salcâmului 3 (Podirei),
8514,34743,"5",Salcâmului 5,Strada,Salcâmului,,Podirei,Salcâmului 5 (Podirei),
8513,34743,"7",Salcâmului 7,Strada,Salcâmului,,Podirei,Salcâmului 7 (Podirei),
